member_id,signup_date,age,gender,city,country,membership_type,contract_length_months,monthly_fee,signup_channel,tenure_months,avg_weekly_visits,group_classes_attended,personal_training_sessions,distance_km_to_gym,has_mobile_app,satisfaction_score,late_payments_12m,referred_friends,exit_survey_completed,churned
NF-101054,2021-01-13,44.0,M,Austin,United States,Premium,12,$84.00,Walk-in,1,1.08,3,0,1.53,Yes,,0,0,0,0
NF-102731,2021-08-19,55.0,Female,Denver,United States,Basic,1,$34.00,Website,8,1.79,3,1,2.68,No,,0,0,1,1
NF-101657,2023-03-02,55.0,male,Boise,United States,Basic,12,$29.00,Walk-in,26,2.05,7,0,1.91,No,4.0,0,0,0,0
NF-102843,2022-11-24,61.0,Female,Portland,United States,Premium,12,$79.00,Website,23,1.53,5,0,2.43,Yes,6.0,0,0,0,0
NF-102008,2022-12-26,28.0,Male,Austin,United States,Basic,1,$34.00,Mobile App,24,1.05,5,0,2.98,Yes,5.0,1,0,0,1
NF-100268,2022-04-12,30.0,female,Portland,United States,Basic,1,$29.00,Referral,15,2.1,9,11,0.95,No,6.0,0,0,0,0
NF-100308,2021-03-17,38.0,Male,Boise,United States,Plus,1,$54.00,Walk-in,2,1.37,3,0,,No,6.0,1,0,0,0
NF-102076,2022-06-04,27.0,Female,Austin,United States,Basic,1,$29.00,Walk-in,17,0.93,4,0,1.57,Yes,4.0,0,1,1,1
NF-101992,2022-03-15,40.0,Male,Portland,United States,Premium,12,$79.00,Mobile App,14,1.38,2,0,3.52,No,6.0,0,0,1,1
NF-102781,2021-12-12,42.0,Male,Austin,United States,Plus,1,$49.00,Walk-in,11,2.64,9,1,2.83,No,8.0,0,0,0,0
NF-101242,2023-05-02,43.0,Male,Columbus,United States,Basic,12,$29.00,Website,28,1.01,6,5,1.64,Yes,6.0,1,0,0,0
NF-101647,2022-09-15,17.0,Female,Austin,United States,Premium,24,$79.00,Website,20,0.82,3,4,2.95,No,6.0,0,0,0,0
NF-101957,2023-05-30,35.0,female,Raleigh,United States,Premium,6,$75.00,Mobile App,29,2.5,10,1,5.6,Yes,,1,1,0,0
NF-101975,2021-09-19,18.0,MALE,Boise,United States,Basic,1,$29.00,Walk-in,9,1.31,4,0,1.52,Yes,7.0,0,0,0,0
NF-101090,2021-11-16,29.0,Male,Denver,United States,Basic,6,$34.00,Website,10,4.12,13,0,0.98,Yes,10.0,1,1,0,0
NF-100821,2022-01-02,36.0,Male,Austin,United States,Basic,6,$34.00,Referral,12,3.05,10,0,2.32,Yes,8.0,0,1,0,0
NF-102944,2021-10-29,25.0,Male,Denver,United States,Basic,12,$34.00,Website,10,2.36,9,4,4.72,No,4.0,0,0,0,0
NF-100107,2022-03-19,,Female,Portland,United States,Premium,12,$79.00,Referral,15,1.16,3,2,1.7,No,,0,1,0,1
NF-102376,2021-12-23,33.0,F,Columbus,United States,Basic,6,$25.00,Mobile App,12,1.75,5,0,1.25,No,4.0,1,0,1,1
NF-102987,2021-08-30,46.0,Male,Columbus,United States,Basic,6,$29.00,Website,8,3.85,12,0,14.77,Yes,7.0,0,2,0,0
NF-101413,2021-11-30,16.0,male,Austin,United States,Premium,24,$84.00,Website,11,2.08,6,0,4.77,Yes,5.0,1,1,0,0
NF-101256,2022-03-14,37.0,Female,Portland,United States,Basic,1,$29.00,Walk-in,14,1.41,6,0,,Yes,6.0,1,0,1,1
NF-102318,2021-02-24,42.0,F,Boise,United States,Plus,1,$49.00,Referral,2,1.47,5,0,2.31,No,5.0,1,0,0,0
NF-101364,2021-05-17,45.0,female,Denver,United States,Premium,12,$79.00,Referral,4,1.3,4,0,1.55,Yes,,0,0,0,0
NF-102632,2021-04-26,46.0,Male,Raleigh,United States,Basic,6,$25.00,Website,4,1.77,6,7,7.6,No,5.0,2,1,0,0
NF-100457,2022-03-19,42.0,FEMALE,Portland,United States,Basic,12,$29.00,Walk-in,15,1.33,5,0,2.79,Yes,5.0,1,0,0,0
NF-101275,2022-11-09,49.0,Female,Austin,United States,Plus,12,$49.00,Mobile App,22,0.47,1,0,8.73,No,4.0,1,0,1,1
NF-100758,2021-12-24,36.0,M,Austin,United States,Plus,1,$45.00,Referral,12,2.07,9,4,3.38,Yes,7.0,0,0,0,0
NF-100706,2023-03-04,47.0,Female,Columbus,United States,Basic,1,$29.00,Website,26,0.91,4,1,11.58,Yes,,0,0,1,1
NF-102773,2022-01-11,44.0,Female,Portland,United States,Plus,12,$54.00,Website,12,1.22,5,8,3.36,No,7.0,1,0,0,0
NF-102422,2022-04-03,31.0,Male,Austin,United States,Premium,12,$79.00,Referral,15,4.01,13,0,3.06,No,9.0,0,0,0,0
NF-101294,2022-01-06,27.0,F,Raleigh,United States,Basic,1,$34.00,Mobile App,12,2.86,9,0,1.45,Yes,9.0,0,0,0,0
NF-100092,2022-07-10,23.0,MALE,Denver,United States,Plus,12,$54.00,Walk-in,18,1.96,7,0,0.41,Yes,8.0,0,1,0,0
NF-100816,2021-09-04,54.0, Male,Portland,United States,Plus,12,$49.00,Mobile App,8,1.75,6,0,1.91,Yes,6.0,1,0,1,1
NF-102902,2021-03-13,51.0,M,Austin,United States,Basic,12,$29.00,Website,2,1.11,3,1,1.07,No,4.0,0,0,0,0
NF-100855,2021-06-29,24.0,Female,Portland,United States,Plus,12,$49.00,Walk-in,6,1.66,5,0,1.9,Yes,6.0,0,0,1,1
NF-100869,2022-08-16,37.0,Male,Denver,United States,Plus,6,$54.00,Mobile App,19,1.35,4,0,4.29,No,1.0,0,0,0,0
NF-101025,2023-02-23,27.0,M,Austin,United States,Plus,6,$54.00,Website,26,1.1,3,3,8.01,Yes,5.0,0,0,0,0
NF-100142,2021-02-27,53.0,Female,Raleigh,United States,Plus,6,$49.00,Mobile App,2,2.79,10,0,3.44,No,6.0,2,1,0,0
NF-102500,2022-06-16,37.0,Male,Austin,United States,Basic,12,$34.00,Mobile App,17,1.73,4,2,1.22,No,6.0,0,0,0,0
NF-101482,2022-11-04,32.0,Male,Portland,United States,Premium,12,$79.00,Walk-in,22,2.2,7,0,5.36,Yes,8.0,1,1,0,0
NF-101473,2021-09-08,,Male,Denver,United States,Basic,12,$29.00,Referral,8,1.88,5,0,4.06,Yes,6.0,1,0,0,0
NF-100162,2022-08-19,27.0,Male,Portland,United States,Basic,6,$29.00,Mobile App,20,1.63,5,0,3.71,Yes,5.0,0,1,0,0
NF-102370,2022-10-12,48.0,male,Columbus,United States,Plus,1,$49.00,Mobile App,21,0.95,4,4,2.35,Yes,8.0,1,0,0,0
NF-100861,2023-04-19,60.0,Female,Austin,United States,Plus,1,$54.00,Walk-in,28,1.88,4,0,1.18,No,5.0,1,0,1,1
NF-102433,2023-03-19,37.0,Male,Austin,United States,Plus,12,$49.00,Website,27,2.94,10,0,1.32,Yes,8.0,0,0,0,0
NF-100616,2023-09-15,40.0,Other,Portland,United States,Plus,6,$49.00,Website,32,2.83,10,2,5.09,Yes,6.0,0,0,1,1
NF-101721,2022-06-29,35.0,Female,Denver,United States,Basic,1,$29.00,Walk-in,18,2.02,8,0,5.08,No,3.0,1,0,0,0
NF-101427,2023-04-01,,M,Columbus,United States,Basic,12,$29.00,Referral,27,2.13,4,11,1.22,Yes,7.0,0,0,1,1
NF-102159,2022-01-19,29.0,F,Austin,United States,Basic,1,$29.00,Website,13,0.75,2,0,14.89,Yes,3.0,1,0,1,1
NF-101450,2023-03-31,48.0,Male,Austin,United States,Basic,1,$29.00,Mobile App,27,2.22,6,0,3.31,Yes,8.0,1,0,1,1
NF-102415,2021-05-12,40.0,Male,Columbus,United States,Plus,1,$49.00,Mobile App,4,3.17,9,16,1.1,Yes,9.0,2,1,0,0
NF-102141,2022-11-13,52.0,Female,Portland,United States,Premium,12,$84.00,Partner Promo,22,1.4,5,0,4.24,No,5.0,0,0,0,0
NF-100570,2021-09-12,40.0,male,Denver,United States,Basic,12,$29.00,Website,8,1.67,6,0,2.06,No,6.0,1,0,0,0
NF-100710,2021-04-10,43.0,Male,Raleigh,United States,Premium,12,$84.00,Mobile App,3,3.26,9,0,5.61,Yes,8.0,2,1,0,0
NF-102828,2021-05-03,30.0,Male,Austin,United States,Basic,1,$29.00,Mobile App,4,1.07,4,7,0.39,No,7.0,0,0,1,1
NF-100931,2022-06-30,41.0,F,Austin,United States,Basic,1,$34.00,Website,18,1.04,4,0,3.58,Yes,3.0,2,0,1,1
NF-100327,2021-04-29,30.0,male,Raleigh,United States,Plus,12,$45.00,Mobile App,4,2.23,7,0,1.84,No,6.0,0,1,0,0
NF-102957,2022-02-27,27.0,Male,Denver,United States,Premium,12,$75.00,Website,14,1.95,6,0,3.19,No,6.0,0,1,1,1
NF-100579,2022-06-17,47.0,Male,Denver,United States,Premium,12,$79.00,Referral,18,2.22,8,2,1.45,No,5.0,1,0,0,0
NF-101401,2022-11-15,31.0,Female,Portland,United States,Basic,1,$29.00,Website,22,1.25,4,3,,Yes,5.0,0,0,0,0
NF-101578,2022-11-04,32.0,Female,Austin,United States,Plus,12,$54.00,Mobile App,22,2.56,8,0,0.87,No,5.0,0,1,0,0
NF-100857,2023-06-22,47.0,M,Denver,United States,Basic,12,$25.00,Referral,30,1.99,7,1,1.41,Yes,8.0,0,0,0,0
NF-101533,2022-12-23,46.0,Female,Denver,United States,Plus,6,$54.00,Website,24,0.74,2,0,2.3,Yes,4.0,1,0,1,1
NF-100925,2023-06-14,39.0,FEMALE,Denver,United States,Basic,6,$29.00,Website,29,1.48,4,5,8.15,Yes,5.0,1,0,0,0
NF-102758,2023-05-01,44.0,FEMALE,Raleigh,United States,Basic,1,$29.00,Mobile App,28,1.27,3,0,1.26,Yes,5.0,1,0,0,0
NF-101001,2021-11-10,28.0,Male,Denver,United States,Basic,1,$29.00,Website,10,1.44,4,0,0.51,Yes,7.0,0,0,0,0
NF-100951,2022-02-10,43.0,Female,Portland,United States,Premium,12,$84.00,Website,13,3.44,11,0,3.37,Yes,8.0,0,1,0,0
NF-102581,2021-02-23,46.0,Male,Austin,United States,Basic,6,$29.00,Website,2,2.45,7,2,1.78,Yes,7.0,0,1,0,0
NF-100244,2022-11-03,42.0,Female,Austin,United States,Basic,12,$29.00,Walk-in,22,1.76,4,2,2.39,Yes,6.0,1,0,0,0
NF-100321,2021-08-14,31.0,Male,Denver,United States,Basic,12,$29.00,Partner Promo,7,0.76,3,0,5.67,No,7.0,1,0,0,0
NF-100787,2023-04-02,41.0,Male,Austin,United States,Plus,1,$45.00,Referral,27,2.51,7,1,1.08,Yes,8.0,1,0,0,0
NF-100854,2022-03-30,24.0,M,Portland,United States,Basic,1,$29.00,Mobile App,15,1.14,4,0,1.68,Yes,6.0,0,0,0,0
NF-102550,2022-06-24,41.0,Female,Raleigh,United States,Basic,1,$25.00,Walk-in,18,2.36,7,0,6.71,Yes,6.0,1,0,1,1
NF-102813,2021-03-05,28.0,Female,Portland,United States,Basic,6,$34.00,Mobile App,2,3.27,9,0,8.91,Yes,7.0,0,1,0,0
NF-101131,2022-05-20,28.0,Female,Austin,United States,Basic,1,$29.00,Mobile App,17,1.5,6,0,,No,6.0,0,0,1,1
NF-101451,2022-10-29,30.0,MALE,Austin,United States,Basic,12,$29.00,Website,22,1.92,7,0,5.3,No,7.0,0,0,0,0
NF-102922,2021-03-09,54.0,Male,Portland,United States,Plus,12,$49.00,Walk-in,2,1.23,3,3,2.3,Yes,6.0,0,0,0,0
NF-102441,2023-07-28,32.0,Male,Denver,United States,Plus,6,$54.00,Website,31,1.32,3,12,3.61,No,7.0,1,0,0,0
NF-102676,2022-12-31,23.0,Female,Raleigh,United States,Plus,6,$54.00,Website,24,1.12,3,0,3.02,No,5.0,0,0,0,0
NF-101124,2021-06-05,27.0,Other,Portland,United States,Basic,1,$29.00,Website,5,1.56,5,0,1.31,Yes,6.0,1,0,1,1
NF-100881,2022-07-04,50.0,M,Austin,United States,Basic,12,$29.00,Referral,18,1.01,3,0,10.84,Yes,6.0,0,0,0,0
NF-102913,2021-07-22,63.0,Male,Denver,United States,Plus,6,$49.00,Website,7,1.34,5,0,3.1,No,2.0,0,0,1,1
NF-101211,2023-06-13,29.0,Female,Denver,United States,Plus,12,$45.00,Website,29,2.37,8,0,2.82,Yes,7.0,0,0,0,0
NF-101631,2021-02-15,37.0,Male,Denver,United States,Basic,6,$29.00,Website,1,1.74,4,3,3.93,Yes,6.0,0,0,1,1
NF-102711,2021-03-22,25.0,Male,Portland,United States,Plus,12,$49.00,Partner Promo,3,1.67,5,0,2.97,Yes,7.0,0,0,0,0
NF-101030,2021-06-20,16.0,Male,Denver,United States,Plus,24,$49.00,Website,6,1.51,4,0,1.28,Yes,7.0,0,2,0,0
NF-102499,2023-03-25,53.0,F,Denver,United States,Basic,1,$29.00,Website,27,1.4,4,1,1.13,Yes,5.0,1,0,0,0
NF-100884,2022-02-01,48.0,female,Austin,United States,Basic,1,$29.00,Mobile App,13,1.07,1,0,1.36,No,,1,0,1,1
NF-101318,2023-08-03,52.0,Female,Austin,United States,Premium,12,$79.00,Website,31,1.11,2,0,5.01,No,5.0,1,0,1,1
NF-102384,2021-08-02,18.0,Male,Columbus,United States,Plus,12,$49.00,Walk-in,7,1.0,2,0,6.18,Yes,6.0,1,0,1,1
NF-100519,2022-07-01,42.0,M,Austin,United States,Premium,12,$84.00,Referral,18,2.6,10,0,3.02,Yes,7.0,1,0,1,1
NF-100056,2023-02-08,61.0,M,Austin,United States,Plus,24,$49.00, ,25,1.06,6,3,2.01,Yes,6.0,2,0,0,0
NF-101151,2023-06-30,16.0,Female,Denver,United States,Premium,24,$79.00,Website,30,2.24,7,0,1.49,No,6.0,0,1,0,0
NF-100844,2021-05-13,38.0,Female,Raleigh,United States,Basic,1,$29.00,Walk-in,4,2.49,9,0,1.5,Yes,6.0,2,0,0,0
NF-102103,2021-03-09,54.0,Female,Portland,United States,Premium,12,$79.00,Referral,2,1.26,3,0,4.89,Yes,3.0,1,0,1,1
NF-102264,2023-02-08,28.0,Female,Austin,United States,Plus,1,$49.00,Mobile App,25,2.43,8,0,3.14,No,5.0,2,0,1,1
NF-100771,2021-10-31,22.0,Female,Austin,United States,Basic,1,$29.00,Website,10,1.24,3,1,2.21,No,6.0,1,0,0,0
NF-100255,2022-03-05,45.0,M,Raleigh,United States,Premium,24,$75.00,Mobile App,14,1.7,7,0,3.41,Yes,4.0,0,0,0,0
NF-101353,2021-04-24,31.0,F,Austin,United States,Basic,1,$29.00,Mobile App,4,1.56,5,0,6.41,Yes,5.0,1,0,1,1
NF-100235,2023-03-20,40.0,F,Raleigh,United States,Plus,12,$45.00,Walk-in,27,2.08,5,3,5.57,No,6.0,0,0,0,0
NF-102871,2021-02-09,34.0,Female,Portland,United States,Premium,12,$75.00,Mobile App,1,2.86,8,0,0.98,Yes,8.0,1,0,0,1
NF-102239,2021-06-06,35.0,F,Denver,United States,Premium,12,$79.00,Website,5,2.88,8,0,2.24,No,8.0,1,2,0,0
NF-102695,2023-09-02,27.0,Female,Denver,United States,Premium,6,$84.00,Mobile App,32,1.92,7,1,7.17,Yes,5.0,0,0,1,1
NF-100343,2022-05-15,16.0,Male,Denver,United States,Plus,1,$49.00,Walk-in,16,1.99,6,0,1.2,Yes,7.0,0,0,0,0
NF-100338,2021-09-07,16.0,F,Columbus,United States,Plus,12,$49.00,Website,8,1.95,7,0,2.77,Yes,,1,0,1,1
NF-100696,2021-12-21,44.0,M,Raleigh,United States,Basic,1,$29.00,Walk-in,12,3.72,10,0,1.78,Yes,9.0,0,1,0,0
NF-100990,2022-07-14,52.0,Male,Denver,United States,Premium,12,$79.00,Mobile App,18,2.25,7,1,1.32,Yes,6.0,0,0,0,0
NF-101428,2021-04-28,43.0,Male,Denver,United States,Plus,12,$49.00,Mobile App,4,2.94,10,0,13.43,Yes,7.0,0,0,0,0
NF-101986,2022-06-29,32.0,Female,Portland,United States,Basic,6,$29.00, ,18,0.79,4,0,4.61,No,2.0,0,0,1,1
NF-102173,2021-03-29,34.0,Female,Columbus,United States,Premium,12,$79.00,Website,3,1.97,7,0,1.01,Yes,5.0,2,2,0,0
NF-100315,2023-07-16,,Male,Austin,United States,Basic,6,$34.00,Partner Promo,30,2.21,8,0,2.04,Yes,7.0,0,0,0,0
NF-102847,2023-02-21,41.0,Male,Austin,United States,Premium,12,$79.00,Mobile App,26,1.65,5,7,12.04,Yes,5.0,2,1,0,0
NF-101144,2023-05-19,50.0,male,Denver,United States,Plus,6,$49.00,Mobile App,29,4.28,11,0,3.13,Yes,9.0,0,0,0,0
NF-101325,2022-01-17,39.0, Male,Denver,United States,Basic,1,$29.00,Mobile App,13,4.17,12,4,1.46,Yes,8.0,0,1,0,0
NF-100207,2022-06-09,24.0,Male,Boise,United States,Basic,1,$29.00,Referral,17,1.47,4,0,1.71,No,5.0,2,0,1,1
NF-101442,2021-07-03,37.0,F ,Denver,United States,Plus,12,$49.00,Website,6,2.48,7,0,1.15,Yes,9.0,0,0,0,0
NF-102933,2023-03-25,44.0,F,Austin,United States,Plus,6,$45.00,Mobile App,27,2.33,5,0,5.41,Yes,8.0,0,1,0,0
NF-101066,2023-05-15,36.0,Female,Denver,United States,Premium,24,$84.00,Website,28,4.02,12,11,1.98,Yes,,1,2,0,0
NF-100593,2022-09-15,19.0,Male,Austin,United States,Basic,1,$29.00,Walk-in,20,3.92,11,0,2.63,Yes,6.0,1,1,0,0
NF-101651,2023-01-04,37.0,Female,Portland,United States,Plus,12,$54.00,Website,24,2.8,8,0,,No,8.0,0,1,0,0
NF-100656,2022-07-11,34.0,Male,Portland,United States,Basic,6,$25.00,Mobile App,18,2.46,9,11,4.68,No,7.0,0,1,0,0
NF-101381,2022-01-09,35.0,Female,Denver,United States,Basic,1,$29.00,Mobile App,12,2.04,5,13,,Yes,7.0,1,0,0,0
NF-101034,2021-04-09,53.0,male,Austin,United States,Basic,1,$29.00,Website,3,0.78,2,0,8.39,No,5.0,0,0,1,1
NF-101553,2023-07-27,27.0,Female,Portland,United States,Premium,24,$79.00,Walk-in,31,3.02,9,0,1.96,Yes,6.0,1,1,0,0
NF-101111,2021-04-13,36.0,MALE,Austin,United States,Premium,12,$75.00,Mobile App,3,1.16,3,0,3.27,No,5.0,0,0,1,1
NF-102399,2023-06-16,34.0,Male,Portland,United States,Basic,1,$29.00,Website,29,1.09,2,3,4.85,Yes,5.0,3,0,1,1
NF-102052,2021-03-02,28.0,M,Denver,United States,Basic,1,$25.00,Website,2,1.62,5,1,1.1,Yes,,0,0,1,1
NF-102143,2021-10-19,30.0,Male,Austin,United States,Premium,24,$75.00,Mobile App,10,1.28,3,3,1.24,Yes,6.0,3,0,0,0
NF-100905,2021-09-19,45.0,Male,Austin,United States,Plus,6,$45.00,Walk-in,9,1.59,4,3,7.53,Yes,,2,0,0,1
NF-100796,2021-03-31,51.0,Male,Columbus,United States,Plus,6,$49.00,Referral,3,1.69,6,0,8.12,Yes,6.0,1,0,0,0
NF-102803,2021-12-20,,Male,Austin,United States,Plus,12,$45.00,Referral,12,1.81,6,0,6.55,No,6.0,0,0,0,0
NF-100178,2022-08-17,52.0,Male,Denver,United States,Basic,1,$34.00,Website,20,0.72,2,0,2.0,Yes,,0,0,1,1
NF-101006,2021-07-24,41.0,male,Denver,United States,Basic,6,$29.00,Walk-in,7,1.91,7,0,4.6,Yes,5.0,0,0,1,1
NF-100535,2021-09-18,20.0,male,Denver,United States,Plus,1,$54.00,Website,9,3.17,11,0,5.03,Yes,6.0,0,0,0,0
NF-101443,2022-05-22,32.0,F,Denver,United States,Basic,1,$29.00,Website,17,1.71,5,5,4.4,No,,5,0,1,1
NF-100608,2022-12-10,29.0,Other,Portland,United States,Plus,1,$49.00,Referral,23,1.6,5,2,3.81,No,6.0,2,0,0,0
NF-101838,2021-07-02,26.0,male,Austin,United States,Premium,6,$75.00,Walk-in,6,1.55,6,7,1.89,Yes,7.0,0,0,0,0
NF-100001,2021-07-27,54.0,F,Columbus,United States,Plus,1,$49.00,Mobile App,7,1.46,4,0,2.79,Yes,7.0,0,0,1,1
NF-100335,2021-11-19,35.0,male,Austin,United States,Basic,1,$29.00,Website,11,1.16,5,0,1.14,No,5.0,2,0,0,0
NF-102378,2023-08-31,22.0,Female,Austin,United States,Basic,6,$25.00,Referral,32,1.28,4,0,3.14,No,6.0,0,0,1,1
NF-102259,2023-07-07,33.0,Other,Austin,United States,Basic,1,$29.00,Website,30,1.44,6,5,8.21,No,,3,0,1,1
NF-101640,2022-11-12,38.0,F ,Portland,United States,Premium,24,$79.00,Website,22,0.96,4,1,2.2,Yes,5.0,2,0,0,0
NF-101819,2022-10-01,34.0,female,Portland,United States,Premium,24,$84.00,Mobile App,21,3.2,11,0,3.5,Yes,5.0,1,3,1,1
NF-101422,2022-09-17,28.0,male,Denver,United States,Basic,12,$29.00,Referral,21,0.7,1,1,2.02,No,3.0,0,0,1,1
NF-101196,2023-03-14,26.0,Female,Portland,United States,Plus,12,$49.00,Website,26,1.37,4,0,1.45,Yes,8.0,0,0,1,1
NF-100648,2021-05-06,33.0,male,Columbus,United States,Premium,12,$75.00,Website,4,1.67,4,0,3.13,Yes,5.0,1,0,1,1
NF-100559,2021-10-14,47.0,F ,Columbus,United States,Plus,12,$45.00,Mobile App,9,1.47,4,0,1.74,Yes,5.0,0,0,0,0
NF-102915,2021-05-19,25.0,Female,Austin,United States,Plus,24,$49.00,Website,5,1.95,5,0,1.31,No,7.0,0,0,0,0
NF-101002,2022-10-25,24.0,Male,Columbus,United States,Premium,12,$75.00,Partner Promo,22,1.6,4,0,4.66,Yes,6.0,2,0,0,0
NF-101970,2022-04-04,41.0,Male,Raleigh,United States,Plus,1,$49.00,Mobile App,15,0.83,3,0,3.82,Yes,6.0,3,0,1,1
NF-100187,2021-09-27,31.0,FEMALE,Austin,United States,Plus,12,$45.00,Mobile App,9,3.38,12,6,11.03,Yes,,1,2,1,1
NF-102866,2022-11-09,33.0,F ,Denver,United States,Plus,12,$45.00,Mobile App,22,5.28,17,0,2.78,Yes,10.0,0,0,0,0
NF-100231,2021-01-04,42.0,female,Columbus,United States,Plus,12,$49.00,Walk-in,1,1.4,4,0,2.32,Yes,7.0,0,1,0,0
NF-101310,2021-12-29,45.0,female,Portland,United States,Basic,1,$29.00,Website,12,1.25,5,0,2.92,No,5.0,0,0,0,0
NF-100584,2023-02-02,23.0,F ,Raleigh,United States,Plus,6,$54.00,Referral,25,2.58,9,0,2.31,No,8.0,0,0,0,0
NF-101612,2021-09-20,45.0,male,Raleigh,United States,Basic,1,$29.00,Website,9,0.87,4,2,8.43,No,6.0,0,0,1,1
NF-100774,2022-09-08,49.0,Male,Austin,United States,Basic,6,$34.00,Website,20,2.09,5,1,1.27,Yes,7.0,0,0,0,0
NF-101272,2023-04-21,48.0,M,Portland,United States,Premium,12,$84.00,Referral,28,3.7,13,4,,Yes,10.0,0,0,0,0
NF-100799,2023-02-06,35.0,Male,Columbus,United States,Basic,1,$29.00,Walk-in,25,2.72,8,8,2.91,Yes,7.0,2,0,0,0
NF-102320,2022-12-10,27.0,FEMALE,Portland,United States,Basic,1,$29.00,Mobile App,23,2.26,7,0,4.05,Yes,8.0,0,1,0,0
NF-102509,2022-07-02,32.0,Female,Denver,United States,Plus,6,$49.00,Walk-in,18,1.17,4,0,0.85,Yes,3.0,0,0,1,1
NF-101624,2023-02-27,44.0,F ,Portland,United States,Basic,12,$29.00,Referral,26,3.62,11,7,1.98,Yes,10.0,0,0,0,0
NF-100755,2022-04-18,47.0, Male,Portland,United States,Basic,12,$29.00,Referral,16,1.52,5,0,1.77,No,5.0,0,0,1,1
NF-101716,2022-10-17,57.0,M,Portland,United States,Plus,6,$49.00,Referral,22,4.2,14,0,1.38,Yes,8.0,0,0,0,0
NF-101990,2022-11-28,35.0,FEMALE,Portland,United States,Basic,1,$34.00,Website,23,1.97,7,3,2.99,Yes,5.0,1,0,1,1
NF-101249,2021-01-30,36.0,Male,Columbus,United States,Premium,12,$79.00,Walk-in,1,3.04,13,2,1.58,Yes,7.0,-1,0,0,0
NF-100614,2023-09-05,48.0,Female,Austin,United States,Plus,12,$45.00,Website,32,2.22,6,4,0.49,Yes,7.0,0,0,0,0
NF-102214,2022-12-30,40.0,Female,Raleigh,United States,Plus,12,$49.00,Mobile App,24,1.81,7,0,1.03,No,5.0,0,0,0,0
NF-102701,2021-02-22,20.0,F,Raleigh,United States,Plus,12,$54.00,Walk-in,2,1.73,5,0,1.66,Yes,7.0,0,0,1,1
NF-101947,2023-03-14,24.0,female,Austin,United States,Basic,1,$29.00,Website,26,1.09,3,0,7.84,No,3.0,2,0,1,1
NF-101911,2022-10-27,31.0,M,Boise,United States,Basic,6,$25.00,Partner Promo,22,2.81,9,0,8.16,Yes,8.0,2,0,0,0
NF-100386,2022-10-14,22.0,female,Raleigh,United States,Plus,6,$54.00,Website,21,1.4,3,0,3.7,Yes,3.0,2,1,1,1
NF-100186,2021-01-11,42.0,Female,Austin,United States,Basic,6,$29.00,Referral,1,1.5,4,0,2.52,Yes,5.0,0,0,0,1
NF-101882,2022-12-22,29.0,Female,Raleigh,United States,Basic,1,$29.00,Website,24,0.72,4,0,1.2,Yes,,2,0,1,1
NF-102884,2023-06-01,50.0,Male,Austin,United States,Plus,12,$49.00,Website,29,1.82,8,0,0.41,No,6.0,-1,0,0,0
NF-101338,2023-03-28,30.0,Male,Raleigh,United States,Premium,12,$79.00,Referral,27,2.93,10,4,3.81,Yes,7.0,0,2,0,0
NF-101513,2023-09-25,27.0,Male,Denver,United States,Plus,1,$54.00,Mobile App,33,1.26,2,0,3.13,Yes,,1,0,1,1
NF-102908,2021-02-25,30.0,female,Columbus,United States,Basic,12,$34.00,Mobile App,2,3.63,10,0,1.78,Yes,9.0,0,1,0,0
NF-100261,2022-08-06,40.0,Female,Austin,United States,Basic,12,$25.00,Mobile App,19,0.76,2,0,1.82,Yes,,4,0,1,1
NF-101679,2023-08-03,21.0,Female,Austin,United States,Basic,1,$29.00,Mobile App,31,3.79,12,0,1.01,Yes,8.0,0,0,1,1
NF-100904,2022-07-09,34.0,Female,Denver,United States,Basic,6,$29.00,Referral,18,2.88,8,10,0.91,No,6.0,0,0,0,0
NF-102280,2021-03-14,30.0,Male,Columbus,United States,Premium,24,$79.00,Referral,2,2.12,6,9,3.26,Yes,9.0,0,1,0,0
NF-100252,2021-12-05,40.0,Female,Denver,United States,Plus,1,$45.00,Mobile App,11,6.28,21,0,2.15,Yes,,0,3,0,1
NF-102019,2021-01-07,35.0,Male,Austin,United States,Plus,12,$49.00,Website,1,3.6,12,16,1.59,Yes,8.0,-1,0,0,0
NF-101658,2022-10-25,24.0,Male,Columbus,United States,Plus,6,$49.00,Referral,22,3.08,7,0,1.77,Yes,,0,0,0,0
NF-100678,2022-12-13,29.0,MALE,Portland,United States,Basic,1,$34.00,Walk-in,23,2.28,7,3,2.11,Yes,9.0,0,0,0,0
NF-100074,2023-03-23,28.0,Male,Columbus,United States,Basic,1,$29.00,Website,27,1.4,3,2,2.26,No,7.0,0,0,0,1
NF-100598,2023-05-02,34.0,male,Portland,United States,Plus,1,$49.00,Website,28,2.16,7,5,,Yes,6.0,0,0,0,0
NF-101725,2021-09-15,27.0,Female,Columbus,United States,Basic,1,$29.00,Website,8,2.0,7,6,3.14,Yes,7.0,0,0,0,0
NF-100316,2022-10-16,24.0,Male,Portland,United States,Premium,6,$75.00,Website,21,1.85,6,0,0.83,No,7.0,0,0,1,1
NF-100937,2023-03-29,37.0,Female,Portland,United States,Basic,12,$29.00,Referral,27,2.04,7,0,12.88,Yes,7.0,1,0,0,0
NF-101468,2021-09-22,36.0,Female,Austin,United States,Plus,12,$54.00,Website,9,0.62,2,3,1.34,No,4.0,1,0,0,0
